id,created_at,text,media_url
408768016600416256,2013-12-06 01:21:04,"12k Lean In circles in 50 countries. @sherylsandberg ""No one asks a man how they do it all"" #TEDWomen http://t.co/0QgFDJc5L8",http://pbs.twimg.com/media/Baw8WGPCcAAxKSA.jpg
408763938579288064,2013-12-06 01:04:52,RT @sarahgranger: The first women drummers in Rwanda. http://t.co/7ZUEXguzGK #TEDWomen http://t.co/bfmzgKi49U,http://pbs.twimg.com/media/Baw4hlpCUAAeihH.jpg
408742588171051008,2013-12-05 23:40:01,Open-hearted S African enviro-activist Boyd Varty dedicates his #TEDWomen talk to Nelson Mandela and his passing. http://t.co/MX4rbDFmEN,http://pbs.twimg.com/media/BawlN9vCcAAOA7D.jpg
408730918405152768,2013-12-05 22:53:39,Job jars helped shape leadership &amp; negotiating skills of sis CEOs Maggie Wilderotter &amp; Denise Morrison #TEDWomen http://t.co/zQ9oBLxj46,http://pbs.twimg.com/media/BawamsaCYAAVEmB.jpg
408698250300903424,2013-12-05 20:43:50,"Rocket scientist Dava Newman showing her super hot performance space suit that uses ""elegant math"" #tedwomen http://t.co/Q8y17Ac3pC",http://pbs.twimg.com/media/Bav85KCCAAAXD0z.jpg
401270337196662784,2013-11-15 08:47:58,Toasting Dean Kamen's Humanitarian Award with a glass of #slingshot hydration. CC @nadineweil http://t.co/P03XonAAVb,http://pbs.twimg.com/media/BZGZPtxCMAEhc9t.jpg
399779249495617538,2013-11-11 06:02:55,Celebrating #twitter. Cc @ev @sippey http://t.co/2vIxudaK3i,http://pbs.twimg.com/media/BYxNG-vCEAA_ThI.jpg
398306173591384065,2013-11-07 04:29:26,Quenching my thirst for great design w/ beautiful @somawater carafe @LeviStraussCo #madeofprogress dinner. http://t.co/efPtUHDmuL,http://pbs.twimg.com/media/BYcRWrvCQAAB8UI.jpg
388997551589818368,2013-10-12 12:00:18,thank everyone 4 making @globalgreen #greengatsby a success! Roaring 20's looks good @MaggieGrace &amp; @rosariodawson http://t.co/Svg2Si1iJ4,http://pbs.twimg.com/media/BWX_NkgCIAAyirY.jpg
388383193016987649,2013-10-10 19:19:03,#OnMobile13 #zeetings presenting... They apply technology to increase engagement at conferences. http://t.co/S9RPqLVWL4,http://pbs.twimg.com/media/BWPQdMuCIAAIQ3h.jpg
388370500541353984,2013-10-10 18:28:37,Analytics without coding... Checking out the simplicity of @ArtisanMobile @alwayson #OnMobile13 http://t.co/FO0oLyOy7n,http://pbs.twimg.com/media/BWPE6ZaCYAAu7rL.jpg
388366845570338817,2013-10-10 18:14:06,At this Foxy theatre to meet other @alwayson media #PowerPlayers and see who made the top CEO list. http://t.co/zc1OEhuqju,http://pbs.twimg.com/media/BWPBlpkCMAAm06i.jpg
349879079387938816,2013-06-26 13:17:27,Holy crap...on the #FordTrends greening tour w/ @heydoyou &amp; @iamvr7 &amp; 1 of the trucks crashed. http://t.co/5yOm01zRcR,http://pbs.twimg.com/media/BNsFK0HCQAE0KUh.jpg
349289810210480128,2013-06-24 22:15:55,Talking about thinking small at Henry @Ford Museum w/ @karensolomon99 &amp; @gaybrowne #connectford http://t.co/zplVrH97S2,http://pbs.twimg.com/media/BNjtO1XCYAAWmZg.jpg
